route_no,direction_no,latitude,longitude,yaw,score,image_name,direction
254,4,40.42639099,-80.01800739,243.5054626,1211,I-kCb2FbVguf2E0opE758g,[goal]
255,0,40.44335384,-79.99640884,255.7863922,212,ekISknzpZKtnhrQwzmhqeA,Head west on Liberty Ave toward Garrison Pl
255,1,40.44274718,-79.9987145,254.8858337,287,Tzf_OloitxFL98hcbRjESA,Turn left onto Wood St
255,2,40.4406007,-80.00047907,213.8123169,499,IPkAPBFt_P5hKyboL2s4_w,[goal]
256,0,40.43631378,-80.01694422,15.17403698,11,518FZ6Kr90d-C46VSeN6qQ,Head north on Rohm Way toward Piado Way
256,1,40.43638417,-80.01692511,15.21799564,48,XRXG_fpIIAoo4VcFQFRMoA,Turn right onto Piado Way
256,2,40.43643976,-80.01659404,100.1997986,36,-3uqfNjLEUeMf5oJhEqHHg,Turn left onto Olympia St
256,3,40.43651714,-80.01630553,19.47947311,322,ssYFI-fYRMw7FhfDAJ3tXg,Turn right onto Grandview Ave
256,4,40.43538746,-80.01318461,96.95349121,141,thn9MpiBtClRmYoqzr06gA,Turn right onto Merrimac St
256,5,40.43427582,-80.01317804,191.1073151,558,M5a2782euijHvVpzDanabw,[goal]
257,0,40.43885969,-79.99371522,23.22371101,81,_GWlu-JwXDmBR-R9v7rH3A,Head north on I-579 N
257,1,40.43955607,-79.99339156,26.25577354,335,u1eRikvsz0r-fenT435EDQ,Take the 7th Avenue exit on the left toward Convention Center
257,2,40.44182489,-79.99381078,275.6237793,80,A0O0kVrlMnusphTl2re3Mw,Continue onto Seventh Ave
257,3,40.44208058,-79.99472286,290.5370178,712,SlIxd8OZIFcbj4A6B5uwxg,Turn left onto Grant St
257,4,40.43669872,-79.99868199,216.0962219,59,RoIx8YeuAutFdFBuguOdoQ,Turn left onto First Avenue
257,5,40.43641217,-79.998393,110.6219254,1267,OBGgaXOMsb9RGU-6wi7QOg,[goal]
258,0,40.44300852,-79.99772499,255.031189,84,HylJ4F5ggA8PLbay1xBC7w,Head west on Liberty Ave toward Strawberry Way
258,1,40.44274718,-79.9987145,254.8858337,165,Tzf_OloitxFL98hcbRjESA,Turn left onto Wood St
258,2,40.44162808,-79.99979086,212.7372589,111,EtcB18dw8_BPbFe_S-DQ5w,Turn left onto Oliver Ave
258,3,40.44109536,-79.99897337,110.6692734,360,k5XJ0IiBZbnLWIoSIShmJg,[goal]
259,0,40.43772021,-80.00433052,110.5557251,99,5FBULBoGAEphW89y00x6iQ,Head southeast on Fort Pitt Blvd
259,1,40.43731965,-80.0032212,108.9428406,182,rndQP2ZHJv0W-p_5lyFa9w,Keep left to stay on Fort Pitt Blvd
259,2,40.43663666,-80.00127257,112.8170853,219,TTv7jhYjIUcsdAZ6QEDUaw,Turn left onto Smithfield St
259,3,40.43809512,-79.99996313,34.11411285,79,5FtG8B_0V7OCSgLjf3586g,Turn right at the 3rd cross street onto Third Avenue
259,4,40.4379727,-79.99926689,110.3836823,579,vWtvEx7A21Opf45tIWjwZw,[goal]
260,0,40.43398368,-80.02978152,119.3027039,244,rZ1LcjmJh2W1Hm6FYSMqQQ,Head southeast on Saw Mill Run Blvd
260,1,40.43236484,-80.0279302,145.091095,159,VeNBua7bWu6i5fMha7EgjQ,Keep left to stay on Saw Mill Run Blvd
260,2,40.43115747,-80.02690597,125.1059189,403,hirNBADw75r5c9lp5jwnZA,[goal]
261,0,40.44303829,-79.99761347,75.01329803,13,3E4ctOT3GDA-BlAvftU_GQ,Head east on Liberty Ave toward Seventh Ave
261,1,40.44306814,-79.99750204,75.04097748,140,SGV0ZiebV_WjnmzDfWe--A,Turn right onto Seventh Ave
261,2,40.44259441,-79.99617505,111.0009003,153,ADhc177Q26ViySpagkhQpw,[goal]
262,0,40.43349216,-80.0114563,198.962738,218,VQfBwj5eveZnmFf2-HirWA,Head south on Bertha St toward Havelock Way
262,1,40.43159643,-80.01205075,196.316864,466,oX5EjcyzqGo6IZ8vk6RRfQ,Turn left onto Virginia Ave
262,2,40.42958172,-80.00757078,118.1043015,71,uJ8O-FB8SY606ds9L3Xk8w,Turn right onto Shiloh St
262,3,40.42900578,-80.0072924,175.3001099,79,9nDMd1ITdXZoOe3v6GvKvw,Turn right onto Southern Ave
262,4,40.42866704,-80.00799949,258.2630615,112,8zHDnM8HCk6zjtauQevTqg,Turn right onto Natchez St
262,5,40.42910144,-80.00905619,298.2080383,946,nuouYjbluikoY8Z4iOnkzQ,[goal]
263,0,40.43066671,-80.01926179,279.7033691,55,LA-qFkkaL8HSvJHVP_f8BA,Head west on Alta St toward Athlone Way
263,1,40.43077241,-80.01989901,278.799408,204,xNpWApWj61W3dAiH0m-3HA,Turn right onto Meridan St
263,2,40.43239559,-80.01977268,12.12767124,185,dWAlBZFzf5AjKNm2lsWDAQ,Turn left onto Virginia Ave
263,3,40.43286638,-80.02162289,278.3474731,308,ESZHaXl69ERWnN5s1oXaAQ,Turn right onto Plymouth St
263,4,40.43547111,-80.02125626,13.82892704,329,z46AY2H6KkRCP6dUCHYzdQ,Turn left onto Well St
263,5,40.43646998,-80.02466836,290.3779297,1081,OWYIaHEfAeiNEBUV14hQIg,[goal]
264,0,40.43950224,-79.99438351,31.10017586,297,_YHqMlCksTG7zT4xG20Oog,Head northeast on Sixth Avenue toward Centre Ave
264,1,40.4410136,-79.99655287,290.2965088,82,yLjQkBbn7chrFQpyBVT_oQ,Turn left onto William Penn Pl
264,2,40.44058675,-79.997115,214.0234375,379,o8zg_9W5WsrcNtFNVrR1qQ,[goal]
265,0,40.43863695,-80.03451246,6.113389969,158,du7YRJ2i822hahV11u8Vsw,Head north on Wabash St toward Neptune St
265,1,40.44001136,-80.03436832,4.433351994,88,pcYYjJr1C14CxsGD9ASLEg,Continue straight to stay on Wabash St
265,2,40.44071608,-80.03468568,327.2386475,669,mRYza3byrtPoIYnRbbnSzw,Turn right onto S Main St
265,3,40.44358147,-80.02805576,69.60638428,673,KzcEcxkUECVJOcpeDu-29w,Turn right onto W Carson St
265,4,40.44145808,-80.02086976,108.6120987,1588,CPDqg7irTunmX_KPlAAiuQ,[goal]
266,0,40.43441091,-80.01930496,192.98172,180,KT4H5Jt1aJ6sWTdLLmf3Dw,Head south on Meridan St toward W Sycamore St
266,1,40.43281671,-80.01968183,192.2232361,521,OyBarhs4UXk20wBBcX2RnA,Turn left onto Virginia Ave
266,2,40.43174451,-80.01391094,99.37480164,128,yHsV5OlGr4Sqp31D1T9cDg,Turn right onto Merrimac St
266,3,40.43072369,-80.01370568,178.8740234,111,sny7EdsBCJXgdnouLjbB6A,Turn right onto Woodruff St
266,4,40.42989092,-80.01407345,231.8042603,940,3KGf_TtjoKbbif2j_Q02og,[goal]
267,0,40.44375993,-79.99731168,155.4807129,45,KNeQ-oMm-knnZR7r0G0-fQ,Head south on Garrison Pl toward Liberty Ave
267,1,40.44338552,-79.9971394,155.1144562,159,p2jnwejXxPQEUiNjt4CC0Q,Turn left onto Liberty Ave
267,2,40.44358112,-79.9955473,74.33837891,490,l9ZSYSUOS_met5od6wXsqA,Turn right onto William Penn Pl
267,3,40.43985534,-79.99761799,220.0106659,37,JPlTvHlognBU-SlgAW0B-g,Turn left onto Fifth Ave
267,4,40.43964964,-79.99749376,111.0880585,49,3NNc9UqWLSXje5nMyc0bpQ,Turn right onto Scrip Way
267,5,40.43935471,-79.99747354,212.8539581,780,QTz7ZAsVWL6x0LpBlUpDEg,[goal]
268,0,40.43394569,-80.03014299,127.9953842,109,pT01n-0FOvfaXJLmmQ3AWw,Head southeast on Wabash St toward Minnotte Square
268,1,40.43316148,-80.02936929,137.7562866,982,YuepFNXNaSQeG_7NaOCi0w,Turn left at the 1st cross street onto Shaler St
268,2,40.44015745,-80.02322433,43.01944351,500,ql9BAer6gS3E0_T5XJz5xw,Turn right onto Grandview Ave
268,3,40.43786251,-80.01838051,117.9376755,215,Lvm_Y6CNdOR76djpUV3Pdg,Turn right onto Cohassett St
268,4,40.4363317,-80.01845976,98.3572998,145,5fcBfu45cnEzW1gxsoJ6xQ,Turn right onto Meridan St
268,5,40.43531518,-80.0190899,198.5140686,1951,GQkqSb7Rk7KiUo9ruFCvjQ,[goal]
269,0,40.43255157,-80.01182826,100.5892334,118,sWufKBNDE36u_oRR5H5cxg,Head east on W Sycamore St toward Kearsarge St
269,1,40.43229428,-80.01042377,100.3499756,88,BmLNKXaIeMS2Z22r4xKVeQ,Turn left onto Kearsarge St
269,2,40.43284517,-80.0100594,18.73188591,133,J0yruG-aMhzlLJX9PvKWLQ,Turn left onto Fetzer St
269,3,40.43329121,-80.0113372,280.8708801,90,St216d7PVwxcWoct422Ajg,Turn left onto Bertha St
269,4,40.4327004,-80.01172418,198.5065002,103,yTlbM2jo-HGQA8vTZgQnEQ,Turn right onto W Sycamore St
269,5,40.43273008,-80.01271097,280.0839233,532,Y5JQhCSEFR5iU2ClqTBx8g,[goal]
270,0,40.44200019,-80.02947489,220.2193756,905,xrpvlYwFdq8ZtM_qeKMHMQ,Head southwest on Greenleaf St toward Greenleaf Trail
270,1,40.43888793,-80.02674075,99.06639099,282,PlO1T84MldPlI8_sl8EsnA,Turn left onto Republic St
270,2,40.44081652,-80.02474248,84.70906067,419,WKzIu3y238OP5eH6kgIrOQ,Continue onto Grandview Ave
270,3,40.4389093,-80.02064029,113.9720917,303,LGD24prTY1g5EKHz2WrOXw,Turn right onto Plymouth St
270,4,40.43632133,-80.02104386,193.2293549,1909,hWOfOFPsYzFHcDhpIKHHbg,[goal]
271,0,40.43079529,-79.99981944,289.7193604,68,0OHdQ0CLJC62GvhMTrJa4A,Head northwest on McKean St toward S 1st St
271,1,40.4307144,-80.00040595,209.0256653,91,3ZpjnFyF5nuZq2fJhV263A,Turn right onto E Carson St
271,2,40.43086971,-80.0013148,289.8306885,108,kR2KNDU4OfkHrsNmHl8ePw,Sharp left onto Arlington Ave
271,3,40.4303706,-80.00074988,115.9561768,317,iqFXGnFVagVPwFD-pLzCVg,Turn right onto E Sycamore St
271,4,40.43017852,-80.00359269,265.9229126,584,5iePQwRRLMlx1qrLcUxbRg,[goal]
272,0,40.4404913,-79.99973156,290.6776428,264,UD6w77Kba1scqulX7XNN9Q,Head northwest on Fifth Ave toward Wood St
272,1,40.44158161,-80.00258088,308.2997437,357,dFushXjH3_YTzsu_fTg9Xg,Turn left onto Liberty Ave
272,2,40.44115818,-80.00651679,250.1797333,97,gjWjEGzuux9EdquHevjYHg,Turn right onto Commonwealth Pl
272,3,40.44170988,-80.0070751,336.1574402,718,fR6n1AyOGaJrz0zWN18gIg,[goal]
273,0,40.43654788,-79.99692208,288.8109131,287,s0T0VtqCbjsKx5B6sJ-DAA,Head northwest on Boulevard of the Allies toward Grant St
273,1,40.43771146,-79.99997063,291.0906372,204,fVIOaw6nDi3q85CuhWWtLg,Turn right onto Smithfield St
273,2,40.43925522,-79.99918276,33.16644669,296,vuGdu2trhlFWFrU8rxtwiQ,Turn left at the 3rd cross street onto Forbes Ave
273,3,40.44053745,-80.00201708,289.8930664,114,57wA4vPOBLiiInT9_Ntpeg,Turn right onto Market Square
273,4,40.44091136,-80.00284315,212.4305115,53,5Bvq3xB3HmxIrIs4fSXI-A,Turn right onto Forbes Ave
273,5,40.44091968,-80.0033235,290.4998779,954,9FzKBePFVcR7EiCnRbzcjQ,[goal]
274,0,40.43252502,-80.01264033,198.1179352,91,MLIlLaNPtg2SQf8cRk40nw,Head south on Ulysses St toward Virginia Ave
274,1,40.43174835,-80.01289421,198.0923615,309,u7__s8TvEJ0YHec6bKJ6dg,Turn left onto Virginia Ave
274,2,40.43077213,-80.00979928,117.6771317,75,mhzMw13W_4cEv3g2_29DCg,Turn right onto Maple Terrace
274,3,40.43025704,-80.00992051,222.4402618,475,UhFSSGoPtxQqtLIx0dRynw,[goal]
275,0,40.44191333,-79.99382503,214.2503662,29,ozmgeikUOGiiivJuFXFLRg,Head southwest on Bigelow Blvd
275,1,40.44168407,-79.99398076,216.7693329,105,hxyqOEWbK6AOcDCDSln45A,Keep right to continue on Bigelow Square
275,2,40.44087012,-79.99462525,210.9683838,501,hi6xYR8-lFlHy7sfCqJXSA,Turn right onto Sixth Avenue
275,3,40.4422476,-79.9997912,326.1391296,61,rXhWGquCcbEPX-qBqWqQ8A,Turn left onto Liberty Ave
275,4,40.4423189,-80.00031141,255.4648895,696,zXId2xvPZ39hZADFJyTKFA,[goal]
276,0,40.4262397,-80.01509417,13.37691975,134,Pr1b1_rSIDOcRZBKOA2fOA,Head north on Ennis St toward Siam Way
276,1,40.42707618,-80.01440513,91.23627472,409,xbotLBuxeKb21sInGoE_2w,Turn left onto Belonda St
276,2,40.4296523,-80.01133115,64.92176056,132,wyxbAGrUUP39kQFBWEuBkw,Belonda St turns left and becomes Kearsarge St
276,3,40.43077952,-80.01077577,18.52147865,20,qmX9cxqIXEocSBwE0Or9-Q,Turn left onto Grace St
276,4,40.43090152,-80.0107349,251.0404663,411,PK4kKKdfmGVjQ-yjS615Mg,Slight right onto Woodruff St
276,5,40.42923721,-80.01490282,232.2142944,1106,XWsTaQYdkSYAgZPlML_IDg,[goal]
277,0,40.44023687,-80.00356982,110.4586792,531,zEd0Iz_7JpiDIqHTIfcz_Q,Head southeast on Fourth Ave toward Wood St
277,1,40.43812399,-79.99796603,109.1531372,348,zzedJjl3t_8z2qzfq_nocg,Turn left onto Grant St
277,2,40.44056515,-79.99596019,34.16096497,123,_A05GVA7v6u4mw4nRss4hw,Turn right onto Sixth Avenue
277,3,40.44037323,-79.99471706,111.0550537,1002,Cfz9aVJ7BqGtkTiMY10yvw,[goal]
278,0,40.442096,-80.00419973,224.1241302,74,4RjhRL1d0__vph6jaSopnA,Head southwest on Penn Ave toward Liberty Ave
278,1,40.4416786,-80.0048595,248.2667236,58,FeGg5xlBwcs7H1yGNF3koQ,Merge onto Liberty Ave
278,2,40.44146923,-80.00547225,252.6451569,171,HGysJhJDlCqAbRfRrSgrqw,Make a U-turn
278,3,40.44135184,-80.00417166,90.82867432,53,xdsVvz3usovVTFKCxERJKw,Make a U-turn at Stanwix St
278,4,40.4414497,-80.00395359,274.365448,356,KMup6BSR_yx_XZ_1U5mFOg,[goal]
279,0,40.43121498,-80.01908462,17.91099739,125,GA2Ke9NHiQyKu0q9Q3OZyA,Head north on Hallock St toward Octave Way
279,1,40.43224746,-80.01875159,17.76488113,94,KmE-s333VWdyIF38xJTVqA,Turn right onto Virginia Ave
279,2,40.43233779,-80.01777655,97.99559784,466,WTblV6t-JcdIjVaQBPwDvQ,Turn left onto Olympia St
279,3,40.43622185,-80.01639656,15.42949009,56,o6Z3wSsFf-Hm8fdXFvmDwQ,Turn left onto Piado Way
279,4,40.43648428,-80.01683887,279.7248535,741,rE6JAthGwKcvIARejDo0Rg,[goal]
280,0,40.43345985,-80.00939651,298.7954712,345,ONOBx-79enCcTvoT-UVBCw,Head northwest on P. J. McArdle Roadway
280,1,40.43549372,-80.01234823,279.9543762,32,LEKjrV7glgb9gNNqw9HzzA,Turn left to stay on P. J. McArdle Roadway
280,2,40.43551663,-80.01270739,233.533432,283,Q742e0VfjpG7xWpryk6Z3w,Continue straight onto Merrimac St
280,3,40.43307303,-80.01341068,190.8267212,195,AuRhXoP3nJnY1UmRfS9xXg,Turn right onto W Sycamore St
280,4,40.43309053,-80.01554724,276.4595642,36,3kiQZ6Mp5qskSYUbGQ7X8A,Turn left at the 3rd cross street onto Redoak Way
280,5,40.43296946,-80.01576264,191.2947083,891,YsG-8uWB8ciXYQx6Zi0GqA,[goal]
281,0,40.43341018,-80.00929806,114.0134048,913,KoEx9MvSD2bHg6ARYIq1jg,Head southeast on P. J. McArdle Roadway
281,1,40.42939085,-79.99989879,106.8445816,304,NvO7Z42u2feX-wN-5c6drQ,Turn right onto Liberty Tunnel
281,2,40.427116,-80.00076541,214.7982788,1217,0lOJMNP5bokj9mcDSYnm_A,[goal]
282,0,40.43006971,-80.01241341,64.76332855,134,prdzMmzP-u3ihwus9aCDqg,Head northeast on Grace St toward Woodruff St
282,1,40.4306807,-80.01111778,48.54154205,211,QeOSKlWG8ZjafWzfBpMQ3w,Sharp left onto Woodruff St
282,2,40.43043202,-80.01310894,250.188324,578,z919YRfkCnah_yw4BMknig,Turn right onto Merrimac St
282,3,40.43521041,-80.01299505,25.72613907,425,8HtzNVcw-CmJM2cfoGLr2w,Turn left onto Grandview Ave
282,4,40.43714288,-80.01703473,298.6672363,112,FZBvPHIEURXQR1vNBjBwqg,Turn left onto Hallock St
282,5,40.43644902,-80.01748011,196.7167206,1460,9hI1pa7ib1ncddXEtbbtlA,[goal]
283,0,40.43512146,-80.02023246,97.85034943,74,Q3z1fiGpt1qmzVY4_oUfAg,Head east on Piermont St toward Fetterman Way
283,1,40.43500094,-80.01935375,97.76029968,267,n-6OLiaUoDSpPhABxLMtMg,Turn right onto Meridan St
283,2,40.43281671,-80.01968183,192.2232361,185,OyBarhs4UXk20wBBcX2RnA,Turn right onto Virginia Ave
283,3,40.43286638,-80.02162289,278.3474731,90,ESZHaXl69ERWnN5s1oXaAQ,Turn left onto Plymouth St
283,4,40.43232461,-80.02199804,191.996994,34,HCZi1V3P07qutZ94hmC3Cw,Continue onto Meta St
283,5,40.43201838,-80.02204854,146.4897614,650,8LQUe5lFCh4GHPLd8lIBtg,[goal]
284,0,40.43734862,-79.99585541,290.6841431,36,cgF9OOF91lN0iJSPlGZyYA,Head northwest on Fourth Ave toward Ross St
284,1,40.43750718,-79.99627522,290.6766968,80,tven30S2K3oIdv3F4DEocg,Turn right at the 1st cross street onto Ross St
284,2,40.43810185,-79.99613298,26.96359253,152,CnLzvyUrDpztUxqgp_LP4Q,Turn right onto Forbes Ave
284,3,40.43803411,-79.9946075,89.98173523,260,cQihO9CTllt96MjWA7M2nA,Turn right onto Crosstown Blvd
284,4,40.43594167,-79.9946348,209.4764557,528,yBKHPm-VEqd58ovCdD6_wg,[goal]
285,0,40.4402619,-79.99325077,252.2459259,66,PpwR2mK-dmYqOSrngQtnWw,Head southwest on Centre Ave toward Sixth Avenue
285,1,40.44001521,-79.99396805,250.3719635,228,xIH3LhjBU10aq8hPw6I2RA,Turn left onto Sixth Avenue
285,2,40.43817673,-79.99440766,152.258606,239,5ORfhE-j7dECsQCwyfcTGg,Turn right onto Forbes Ave
285,3,40.4384773,-79.99672421,290.7662659,533,WqMgMr9W_JPwHchFJ91stQ,[goal]
286,0,40.43181346,-80.01198728,16.3105011,57,Gec-e3tbDne6-42O1xi1Ow,Head north on Bertha St toward W Sycamore St
286,1,40.43236135,-80.01182903,15.99445629,782,2qJco85C3tfejoZA-0HabA,Turn right at the 1st cross street onto W Sycamore St
286,2,40.42868579,-80.00468741,61.73373032,508,VEy0Rd1KCjqFTVcHVboS3Q,Turn left onto E Sycamore St
286,3,40.43013207,-80.00071132,48.79882431,230,-1Xx8Po-qqEaUkJ5AD7WQw,Turn right onto Arlington Ave
286,4,40.42912031,-79.99856851,115.6956711,438,1h6R4rdSy89qSaN1_Sv-CQ,Turn left onto P. J. McArdle Roadway
286,5,40.42780482,-79.99402752,102.0416336,2015,scZ0B5B88xfNoh3QulkHeQ,[goal]
287,0,40.44050058,-79.99738855,110.5718231,73,AxxRFbHyF86Yg1sIpJCoyw,Head southeast on Oliver Ave toward Grant St
287,1,40.44021417,-79.99663351,110.8704758,369,Zc57qN5GxTLlE3mtdSDSJA,Turn right at the 1st cross street onto Grant St
287,2,40.43733104,-79.99824965,212.5409241,713,yHcFo6sR9huFZzBOTPVWLg,Slight right to merge onto I-376 E toward Monroeville
287,3,40.43397244,-79.99404851,93.48158264,1155,3rPGRT_NWEFZmzrjlGOgng,[goal]
288,0,40.43842763,-79.99737277,33.16636276,15,eLnTSyZzMFXyHNvDTNkxqg,Head northeast on Grant St toward Forbes Ave
288,1,40.43852427,-79.99730963,33.21797562,261,ueejEhS-bWYVGWrlIoVLOQ,Turn right onto Forbes Ave
288,2,40.43803411,-79.9946075,89.98173523,69,cQihO9CTllt96MjWA7M2nA,Turn right onto Crosstown Blvd
288,3,40.43759674,-79.99432429,177.6516571,345,IyoSut1B2PWwT9BGSjAHQw,[goal]
289,0,40.44224125,-79.99515727,290.4957886,45,BTPXViHkq984zT_HHGOI8g,Head northwest on Seventh Ave toward William Penn Pl
289,1,40.44239937,-79.99558279,285.0978699,255,AoewH4vSu-2JpetJElYosA,Turn left onto William Penn Pl
289,2,40.44058675,-79.997115,214.0234375,17,jpbXvvex1Do-0T_nkl4xlA,Turn left onto Oliver Ave
289,3,40.44043642,-79.99721654,110.8778915,317,3gij6wQpCrOeXp_2d8pCDw,[goal]
290,0,40.44283188,-79.9968074,290.7004395,39,1-vO77vIn7qE5xi8lO7-Lg,Head northwest on Seventh Ave toward Liberty Ave
290,1,40.44299671,-79.99724376,312.4456482,142,QlAGhbDg--I-kXmZqe5-Qg,Turn left onto Liberty Ave
290,2,40.44274718,-79.9987145,254.8858337,307,Tzf_OloitxFL98hcbRjESA,Turn left onto Wood St
290,3,40.44043924,-80.00058717,213.799881,488,uTQZ8KnsYcqTtwi0fF4ZcA,[goal]
291,0,40.42967646,-79.99783327,288.7320862,554,W7ZcPZn9SDVl41Ujdc_Ejg,Head northwest on E Carson St toward S 2nd St
291,1,40.43197985,-80.00360881,295.3288879,508,X8npq9E-yWgQenLfXzEYQQ,Turn right onto Smithfield St Bridge
291,2,40.43602413,-80.00127444,33.79761505,65,IEOC5SJyXmAUuQ5puDCvsw,Continue onto Smithfield St
291,3,40.43657393,-80.0009463,20.46104813,613,3q6ibTHtxiKOzlwXzT0M5A,Turn left onto Fort Pitt Blvd
291,4,40.43911463,-80.00720281,291.2521057,213,XuAQybYmcdyyz5EAGXrS1Q,Slight right onto Commonwealth Pl
291,5,40.44067031,-80.0067497,9.047569275,1953,StqEBwcwq2FTwN8PD1zozw,[goal]
292,0,40.43315981,-80.01339413,190.8235321,145,qd5b6h5q1lgCkojevxkNZg,Head south on Merrimac St toward W Sycamore St
292,1,40.43192226,-80.01364699,191.7777863,373,pHBSLAL0iBxmUf0cu-beLA,Turn left onto Virginia Ave
292,2,40.43077213,-80.00979928,117.6771317,143,mhzMw13W_4cEv3g2_29DCg,Turn right onto Maple Terrace
292,3,40.42973524,-80.01039741,222.4374084,661,pEy6SAVrZTPw80t0enp63Q,[goal]
293,0,40.4303144,-80.00740228,117.2579803,127,bpgeEIWqi5QhPJTPOUxJjg,Head southeast on Thorpe Way toward Virginia Ave
293,1,40.42936973,-80.00684432,175.2505188,51,9iWceMoDATIunICo9MvUag,Turn left onto Virginia Ave
293,2,40.42900827,-80.00649179,127.438858,258,2sC84Whx80RqcLgGRlw89g,Sharp left onto Wyoming St
293,3,40.43092106,-80.00608961,42.37791824,544,TDPiayX3UjnB7uZ0wR7Ndw,Wyoming St turns left and becomes Grandview Ave
293,4,40.43395845,-80.01082286,303.9628296,980,CCvxnHKA2Df6DB2BQ5nLJQ,[goal]
294,0,40.43179168,-80.01040159,198.8372345,53,3lfmcpOse8AYnhjyR-SFCg,Head south on Kearsarge St toward Volk St
294,1,40.43129293,-80.0105566,196.076889,269,C9-uKmlA5eL3eHKFpHMCHw,Turn right onto Virginia Ave
294,2,40.43166751,-80.01341034,278.2514954,129,daHuPRQP1NSKeANSwjzmvQ,Turn right onto Merrimac St
294,3,40.43271537,-80.0134814,11.7724371,74,FJuIJyNV6duarO0f7mKzuA,Turn left at the 1st cross street onto W Sycamore St
294,4,40.43293219,-80.01413376,276.8418884,80,#NAME?,Turn left at the 1st cross street onto Amabell St
294,5,40.43245694,-80.01441904,190.9429321,605,SnVjpGR974iuc1IBl4t_HA,[goal]
295,0,40.43723183,-80.01862892,194.195755,122,4zs0zWzQ5wMilS4AkW11Zw,Head south on Cohassett St toward Pawn St / Pawnee St
295,1,40.4363317,-80.01845976,98.3572998,435,5fcBfu45cnEzW1gxsoJ6xQ,Turn right onto Meridan St
295,2,40.43281671,-80.01968183,192.2232361,185,OyBarhs4UXk20wBBcX2RnA,Turn right onto Virginia Ave
295,3,40.43286638,-80.02162289,278.3474731,74,ESZHaXl69ERWnN5s1oXaAQ,Turn left onto Plymouth St
295,4,40.43241343,-80.02197919,191.9818878,816,n_lnUJKcz9EDZe4hqIWDlA,[goal]
296,0,40.4362225,-79.99955119,289.451355,714,HTMZuef9WhTRxgAwUYvPRw,Head northwest on Fort Pitt Blvd toward Cherry Way
296,1,40.43911463,-80.00720281,291.2521057,418,XuAQybYmcdyyz5EAGXrS1Q,Take the ramp on the left
296,2,40.44198401,-80.00884547,8.102294922,1132,aDv3uO1MPZmFjRg1QzMWAQ,[goal]
297,0,40.43406305,-80.01214724,197.6836243,264,SlvIKDAlqxCdM2zLbZkyfQ,Head south on Ulysses St toward Ebbs Way
297,1,40.43174835,-80.01289421,198.0923615,540,u7__s8TvEJ0YHec6bKJ6dg,Turn left onto Virginia Ave
297,2,40.42958172,-80.00757078,118.1043015,71,uJ8O-FB8SY606ds9L3Xk8w,Turn right onto Shiloh St
297,3,40.42900578,-80.0072924,175.3001099,9,9nDMd1ITdXZoOe3v6GvKvw,Turn right onto Southern Ave
297,4,40.42883033,-80.00722329,257.5584717,884,W7FaOb2NADisszZj1EejaQ,[goal]
298,0,40.4343216,-80.01131042,312.199585,166,F8ZDDcssbmfh5cyB5kBB_g,Head northwest on Grandview Ave toward Ulysses St
298,1,40.43532218,-80.01270372,278.6390076,411,L51DODecRudbdHS7Oy8-BQ,Turn left onto Merrimac St
298,2,40.43192226,-80.01364699,191.7777863,612,pHBSLAL0iBxmUf0cu-beLA,Turn right onto Virginia Ave
298,3,40.43272412,-80.02060105,277.2664185,117,Pm-Zuc4NQ1CMyr1Dt-KlzA,Turn right onto Oneida St
298,4,40.43362792,-80.02059645,12.34692383,21,xtQk_H12H1JVVtJLdax7nw,Turn right onto W Sycamore St
298,5,40.43382303,-80.02055627,106.6352005,1327,3YBEjrErXzzPKcWTIRV_bA,[goal]
299,0,40.42798923,-79.99643333,302.217041,518,Ms8lSIcoMKrNZf1viNkIog,Head northwest on Arlington Ave toward William St
299,1,40.43080076,-80.00137956,326.8569336,242,mL7pHDbxEytcqro8Z0UfOQ,Continue onto E Carson St
299,2,40.43197985,-80.00360881,295.3288879,508,X8npq9E-yWgQenLfXzEYQQ,Turn right onto Smithfield St Bridge
299,3,40.43602413,-80.00127444,33.79761505,65,IEOC5SJyXmAUuQ5puDCvsw,Continue onto Smithfield St
299,4,40.43657393,-80.0009463,20.46104813,519,3q6ibTHtxiKOzlwXzT0M5A,Turn left onto Fort Pitt Blvd
299,5,40.43873289,-80.0062157,291.0350647,1852,KzeDM_qPTi6nftgPyisbzA,[goal]
300,0,40.43231192,-80.01759221,99.06569672,917,V6goWlDFrT4phhtVprcSqA,Head east on Virginia Ave toward Olympia Rd
300,1,40.42958172,-80.00757078,118.1043015,71,uJ8O-FB8SY606ds9L3Xk8w,Turn right onto Shiloh St
300,2,40.42900578,-80.0072924,175.3001099,319,9nDMd1ITdXZoOe3v6GvKvw,Turn right onto Southern Ave
300,3,40.42685581,-80.00896858,198.6200562,155,3xBZaaUK877tjKQ7ELbFsQ,Turn right onto Gray St
300,4,40.42663498,-80.010653,258.6316834,40,6BSoG0a7IizKYHfNKbob3A,Turn left onto Dilworth St
300,5,40.42643227,-80.01093803,205.37146,1502,BT3ekNqBcOrFiyRGdHhoWg,[goal]
301,0,40.43511481,-80.03178999,119.3682175,453,lcWZ0ALIUq1T2r5UCrP0ew,Head southeast on Saw Mill Run Blvd
301,1,40.43236484,-80.0279302,145.091095,702,VeNBua7bWu6i5fMha7EgjQ,Slight right onto US-19 S  (signs for Carnegie / Airport / I-376 W )
301,2,40.42687697,-80.03100061,198.2687531,1155,8cLxN-8dHJTjhXgZSBXuwQ,[goal]
